"unitid","institution name","year","F0809_F2_RV.Private gifts - Total","DRVF2009_RV.Tuition and fees as a percent of core revenues (FASB)","DRVF2009_RV.Endowment assets (year end) per FTE enrollment (FASB)"
"166869","MGH Institute of Health Professions","2009",,"97","32360"
"166911","Montserrat College of Art","2009","995031","90","1823"
"166939","Mount Holyoke College","2009",,,"207921"
"166948","Mount Ida College","2009","406768","109","6399"
"166984","School of the Museum of Fine Arts-Boston","2009",,"78","30451"
"167057","The New England Conservatory of Music","2009","10457151","90","131013"
"167093","New England College of Optometry","2009","297438","100","21636"
"167181","New England School of Acupuncture","2009",,"72",
"167215","New England School of Law","2009",,"91","287"
"167251","Newbury College","2009",,"94","1794"
"167260","Nichols College","2009","1479958","88","8676"
"167358","Northeastern University","2009",,"108","21285"
"167394","College of Our Lady of the Elms","2009","1342845","84","6724"
"167455","Pine Manor College","2009",,"68","19171"
"167464","Blessed John XXIII National Seminary","2009",,"46","105473"
"167598","Regis College","2009",,"82","10670"
"167677","Saint John's Seminary","2009",,"23","106419"
"167783","Simmons College","2009",,"146","28"
"167792","Bard College at Simon's Rock","2009",,"65","45956"
"167835","Smith College","2009","48174882",,"353083"
"167899","Springfield College","2009",,"95","7807"
"167996","Stonehill College","2009",,"236","49694"
"168005","Suffolk University","2009",,"110","3115"
"168148","Tufts University","2009",,"131","125734"
"168218","Wellesley College","2009",,"47","512862"
"168227","Wentworth Institute of Technology","2009",,"156","19982"
"168254","Western New England University","2009","1202634","111","9136"
"168281","Wheaton College","2009","8039811","331","80553"
"168290","Wheelock College","2009",,"84","31746"
"168342","Williams College","2009",,,"649279"
"168421","Worcester Polytechnic Institute","2009","14646000","199","93643"
"168528","Adrian College","2009",,"67","13766"
"168546","Albion College","2009",,,"74506"
"168591","Alma College","2009",,"398","56413"
"168740","Andrews University","2009","1770603","70","8687"
"168786","Aquinas College","2009","5806347","90","12533"
"168838","Baker College of Owosso","2009",,"91","4100"
"168847","Baker College of Flint","2009","562949","91","4640"
"169080","Calvin College","2009","13202671","140","20501"
"169099","Calvin Theological Seminary","2009","6591701","32","87193"
"169220","Michigan School of Professional Psychology","2009",,"97","23"
"169327","Cleary University","2009",,"90","1331"
"169363","Concordia University-Ann Arbor","2009",,"83","10333"
"169424","Cranbrook Academy of Art","2009",,,"182356"
"169442","College for Creative Studies","2009",,"64","46573"
"169479","Davenport University","2009",,"97","1082"
"169628","Michigan State University-College of Law","2009",,"93","8354"
"169716","University of Detroit Mercy","2009","4386499","78","3230"
"169983","Kettering University","2009","3910955","108","21182"
"170000","Grace Bible College","2009",,"61","5153"
"170037","Cornerstone University","2009","5384981","80","1977"
"170091","Great Lakes Christian College","2009",,"32","2077"
"170301","Hope College","2009",,"138","37234"
"170532","Kalamazoo College","2009",,"454","88640"
"170675","Lawrence Technological University","2009","9121865","85","7824"
"170806","Madonna University","2009","5228725","102","9144"
"170842","Marygrove College","2009","1564855","63","669"
"170967","Rochester College","2009",,"79","938"
"171298","Baker College of Muskegon","2009",,"91","4050"
"171492","Northwood University-Michigan","2009","3019578","117","5765"
"171599","Olivet College","2009","1480942","107","8297"
"171881","Kuyper College","2009",,"102","27700"
"172033","Sacred Heart Major Seminary","2009",,"36","24845"
"172264","Siena Heights University","2009",,"76","4275"
"172334","Spring Arbor University","2009",,"96","2278"
"172440","Finlandia University","2009",,"60","6762"
"172477","Thomas M Cooley Law School","2009",,"107","3120"
"172608","Walsh College of Accountancy and Business Administration","2009","462557","108","2238"
"172705","Western Theological Seminary","2009",,"30","200999"
"173045","Augsburg College","2009",,"95","7024"
"173142","Bethany Lutheran College","2009",,"149","44304"
"173160","Bethel University","2009","7399774","92","5891"
"173179","Bethel Seminary-St Paul","2009","1651511","72","0"
"173258","Carleton College","2009","21945240",,"265559"
"173300","Concordia College at Moorhead","2009","8329702","132","19414"
"173328","Concordia University-Saint Paul","2009",,"75","7009"
"173452","Martin Luther College","2009",,"43","6594"
"173647","Gustavus Adolphus College","2009","6127947","176","33729"
"173665","Hamline University","2009","5270850","111","12041"
"173683","Hazelden Graduate School of Addiction Studies","2009",,"74",
"173896","Luther Seminary","2009","2337162","20","109657"
"173902","Macalester College","2009","16281000",,"273639"
"173957","Mayo Medical School","2009",,"52","0"
"173966","Mayo School of Health Sciences","2009",,"89","0"
"174127","Minneapolis College of Art and Design","2009",,"79","42074"
"174206","Crossroads College","2009","778818","58","6124"
"174437","North Central University","2009",,"88","2203"
"174491","University of Northwestern-St Paul","2009","14205485","75","3718"
"174507","Northwestern Health Sciences University","2009",,"72","142"
"174525","Oak Hills Christian College","2009",,"38","321"
"174747","College of Saint Benedict","2009",,"107","16124"
"174792","Saint Johns University","2009",,"240","56224"
"174817","Saint Mary's University of Minnesota","2009","2559479","107","6905"
"174844","St Olaf College","2009","8378575",,"82365"
"174862","Crown College","2009",,"90","5835"
"174899","The College of Saint Scholastica","2009","4278085","87","6169"
"174914","University of St Thomas","2009","36254169","137","29052"
"175005","St Catherine University","2009","2948220","116","9012"
"175139","United Theological Seminary of the Twin Cities","2009",,"70","93688"
"175227","Dunwoody College of Technology","2009",,"141","12172"
"175281","William Mitchell College of Law","2009","1275896","100","20695"
"175421","Belhaven University","2009",,"61","1420"
"175430","Blue Mountain College","2009","1248439","67","15646"
"175980","Millsaps College","2009",,"159","61384"
"176053","Mississippi College","2009",,"85","11550"
"176318","Rust College","2009","1555321","76","22142"
"176336","Southeastern Baptist College","2009",,"40",
"176406","Tougaloo College","2009",,"29","8177"
"176451","Wesley Biblical Seminary","2009",,"53","18753"
"176479","William Carey University","2009","1250589","73","2848"
"176600","Aquinas Institute of Theology","2009",,"57",
"176619","Assemblies of God Theological Seminary","2009","892826","57","4821"
"176628","Avila University","2009","1567489","95","4377"
"176664","Baptist Bible College","2009","1320652","69","191"
"176770","Cox College","2009",,"65","11077"
"176789","Calvary Bible College and Theological Seminary","2009",,"60",
"176910","Central Christian College of the Bible","2009","1115106","46","1287"
"176947","Central Methodist University-College of Liberal Arts and Sciences","2009",,"85","22703"
"177038","Cleveland University-Kansas City","2009",,"82","5622"
"177065","Columbia College","2009","819939","101","3892"
"177083","Conception Seminary College","2009",,"75","27786"
"177092","Concordia Seminary","2009","20515650","30","108704"
"177117","Cottey College","2009",,,"211960"
"177126","Covenant Theological Seminary","2009","3740696","59","31085"
"177144","Culver-Stockton College","2009","1980497","119","21101"
"177214","Drury University","2009",,"96","13289"
"177278","Eden Theological Seminary","2009",,"37","58937"
"177339","Evangel University","2009","4443958","79","3705"
"177418","Fontbonne University","2009",,"91","5874"
"177427","Forest Institute of Professional Psychology","2009",,"80",
"177542","Hannibal-LaGrange University","2009",,"58","4975"
"177719","Barnes-Jewish College Goldfarb School of Nursing","2009","1858407","74","17279"
"177746","Kansas City Art Institute","2009","4978277","116","57091"
"177816","Kenrick Glennon Seminary","2009",,"20","80911"
"177834","A T Still University of Health Sciences","2009",,"89","15181"
"177968","Lindenwood University","2009","4323059","108","7166"
"177986","Logan University","2009","560029","95","5843"
"178059","Maryville University of Saint Louis","2009","0","116","9816"
"178208","Midwestern Baptist Theological Seminary","2009","808890","33","10011"
"178244","Missouri Baptist University","2009",,"100","953"
"178369","Missouri Valley College","2009",,"57","2400"
"178518","Nazarene Theological Seminary","2009",,"38","38758"
"178679","Ozark Christian College","2009","2452643","54","4140"
"178697","College of the Ozarks","2009","10674464",,"176075"
"178721","Park University","2009","1517925","92","4780"
"178891","Ranken Technical College","2009",,"660","28451"
"179043","Rockhurst University","2009","4784157","87","12874"
"179159","Saint Louis University","2009","60592159","160","55586"
"179256","Saint Louis Christian College","2009",,"39",
"179265","St Louis College of Pharmacy","2009",,"262","59588"
"179317","Saint Paul School of Theology","2009",,,"154480"
"179326","Southwest Baptist University","2009",,"88","3883"
"179450","Saint Luke's College of Health Sciences","2009",,"34","25827"
"179548","Stephens College","2009",,"143","20295"
"179812","Kansas City University of Medicine and Biosciences","2009","597829","120","4360"
"179867","Washington University in St Louis","2009","169081000","51","403175"
"179894","Webster University","2009","4968178","104","3913"
"179946","Westminster College","2009",,"45",
"179955","William Jewell College","2009","5642266","95","47474"
"179964","William Woods University","2009","135117","90","5101"
"180106","Carroll College","2009","4679583","95","19610"
"180258","University of Great Falls","2009",,"86","12949"
"180595","Rocky Mountain College","2009",,"106","15133"
"180647","Salish Kootenai College","2009",,"3","10106"
"180814","Bellevue University","2009","2318200","102","3413"
"180832","Clarkson College","2009",,"57","1310"
"180878","Bryan College of Health Sciences","2009",,"41",
"180984","Concordia University-Nebraska","2009",,"80","16425"
"181002","Creighton University","2009",,"97","31624"
"181020","Doane College-Crete","2009","4413077","503","78473"
"181093","Grace University","2009",,"71","3708"
"181127","Hastings College","2009","4238855","141","37328"
"181297","Nebraska Methodist College of Nursing & Allied Health","2009",,"51","10237"
"181330","Midland University","2009",,"67","16768"
"181376","Nebraska Christian College","2009",,"49","3688"
"181446","Nebraska Wesleyan University","2009","2372000","124","17208"
"181604","College of Saint Mary","2009",,"80","5919"
"181738","Union College","2009",,"59","9403"
"181853","York College","2009","4143743","37","16516"
"182458","Sierra Nevada College","2009","2900210","70","4231"
"182634","Colby-Sawyer College","2009","5854385","108","20399"
"182670","Dartmouth College","2009","163047178",,"502597"
"182795","Franklin Pierce University","2009",,"98","2491"
"182829","University of New Hampshire-School of Law","2009",,"115","26929"
"182980","New England College","2009",,"89","3646"
"183026","Southern New Hampshire University","2009","2500087","85","1334"
"183211","Rivier University","2009",,"116","13271"
"183239","Saint Anselm College","2009","3743268","141","33667"
"183275","Thomas More College of Liberal Arts","2009",,"38","250"
"183804","Beth Medrash Govoha","2009","16976177","35","1246"
"183822","Bloomfield College","2009",,"91","3600"
"183910","Caldwell College","2009","228958","97","2901"
"183974","Centenary College","2009",,"78","942"
"184153","Cooper Health System Center for Allied Health Education","2009","0","61",
"184348","Drew University","2009","3743412",,"65866"
"184603","Fairleigh Dickinson University-Metropolitan Campus","2009","4021421","93","2321"
"184612","Felician College","2009","3351278","89","2341"
"184694","Fairleigh Dickinson University-College at Florham","2009",,"93","2602"
"184773","Georgian Court University","2009","6762049","95","13916"
"185572","Monmouth University","2009","6284113","95","7167"
"185758","New Brunswick Theological Seminary","2009",,"35","38205"
"186122","Princeton Theological Seminary","2009",,,"1424413"
"186131","Princeton University","2009","184101000",,"1918630"
"186186","Rabbinical College of America","2009","2281283","38",
"186283","Rider University","2009","9795000","94","8327"
"186432","Saint Peter's University","2009",,"96","11927"
"186584","Seton Hall University","2009",,"113","21819"
"186618","College of Saint Elizabeth","2009",,"101","10188"
"186867","Stevens Institute of Technology","2009","5642379","92","29279"
"186900","Talmudical Academy-New Jersey","2009","114616","78",
"188182","University of the Southwest","2009","2046073","55","766"
"188207","Southwestern College","2009","6741","96",
"188340","Vaughn College of Aeronautics and Technology","2009",,"72","96"
"188429","Adelphi University","2009",,"95","12655"
"188526","Albany College of Pharmacy and Health Sciences","2009","1340441","90","5516"
"188535","Albany Law School","2009","2200425","97","23676"
"188580","Albany Medical College","2009","10791745","17","68657"
"188641","Alfred University","2009",,"106","30757"
"188854","American Musical and Dramatic Academy","2009",,"93",
"189015","Bank Street College of Education","2009",,"84","31081"
"189088","Bard College","2009","46634720","43","0"
"189097","Barnard College","2009",,"152","72289"
"189264","Beth Hatalmud Rabbinical College","2009","919438","19",
"189273","Beth Hamedrash Shaarei Yosher Institute","2009","59323","11",
"189413","Boricua College","2009","142763","84","392"
"189501","Brooklyn Law School","2009",,"122","29131"
"189705","Canisius College","2009","133222","87","15485"
"189848","Cazenovia College","2009","746655","156","20993"
"189857","Central Yeshiva Tomchei Tmimim Lubavitz","2009","0","100",
"189981","Christ the King Seminary","2009","697744",,"93572"
"190044","Clarkson University","2009","11018909","47","43900"
"190080","Colgate Rochester Crozer Divinity School","2009",,,"301057"
"190099","Colgate University","2009","21325366",,"200120"
"190114","Metropolitan College of New York","2009",,"90","439"
"190150","Columbia University in the City of New York","2009",,"38","258252"
"190248","Concordia College-New York","2009","1276938","80","10676"
"190372","Cooper Union for the Advancement of Science and Art","2009","14141739","7","549672"
"190415","Cornell University","2009","125886251",,"148585"
"190424","Weill Cornell Medical College","2009","76257535","8","1381847"
"190503","Culinary Institute of America","2009",,"98","14090"
"190716","D'Youville College","2009","318430","95","7218"
"190725","Daemen College","2009","670165","94","2139"
"190761","Dominican College of Blauvelt","2009",,"93","467"
"190770","Dowling College","2009","1871431","93","1017"
"190983","Elmira College","2009","2358960","166","17866"
"191241","Fordham University","2009",,"108","23661"
"191320","The General Theological Seminary","2009",,"53","100475"
"191515","Hamilton College","2009",,,"293402"
"191533","Hartwick College","2009",,"148","32559"
"191597","Helene Fuld College of Nursing","2009",,"97","1224"
"191621","Hilbert College","2009","703401","98","3974"
"191630","Hobart William Smith Colleges","2009",,"239","69217"
"191649","Hofstra University","2009","15526179","89","16807"
"191676","Houghton College","2009","2987733","144","22108"
"191931","Iona College","2009",,"92","5122"
"191968","Ithaca College","2009","7301377","182","25129"
"192040","Jewish Theological Seminary of America","2009",,,"181402"
"192110","The Juilliard School","2009","26815256",,"612913"
"192165","Kehilath Yakov Rabbinical Seminary","2009",,"32",
"192192","Keuka College","2009","2277961","87","4103"
"192323","Le Moyne College","2009",,"48","26654"
"192439","LIU Brooklyn","2009","3869777","94","0"
"192448","LIU Post","2009","4317299","95","0"
"192554","LIU Hudson at Rockland","2009","1914","97","0"
"192563","LIU Brentwood","2009","1828","98","0"
"192624","Machzikei Hadath Rabbinical College","2009","398542","56",
"192703","Manhattan College","2009",,"86","13055"
"192712","Manhattan School of Music","2009",,"108","16076"
"192749","Manhattanville College","2009",,"98","3879"
"192785","Maria College of Albany","2009","48037","121",
"192819","Marist College","2009","3312696","100","19107"
"192864","Marymount Manhattan College","2009",,"88","7021"
"192925","Medaille College","2009",,"95","211"
"193016","Mercy College","2009","1069801","98","2450"
"193052","Mesivta Torah Vodaath Rabbinical Seminary","2009",,"9","6467"
"193061","Mesivta of Eastern Parkway-Yeshiva Zichron Meilech","2009","670596","34",
"193070","Mesivtha Tifereth Jerusalem of America","2009",,"24",
"193247","Mirrer Yeshiva Cent Institute","2009","3003298","25",
"193292","Molloy College","2009","2879365","94","6668"
"193353","Mount Saint Mary College","2009",,"107","2026"
"193399","College of Mount Saint Vincent","2009","1566909","85","3758"
"193405","Icahn School of Medicine at Mount Sinai","2009","112202304","5","500176"
"193584","Nazareth College","2009","3122540","107","15539"
"193645","The College of New Rochelle","2009",,"87","3904"
"193654","The New School","2009",,"103","20961"
"193751","New York Chiropractic College","2009","213174","124","102"
"193821","New York Law School","2009",,"359","19460"
"193830","New York Medical College","2009",,"22","37969"
"193894","New York Theological Seminary","2009",,,
"193900","New York University","2009","213771000","63","52568"
"193973","Niagara University","2009","15518940","98","13521"
"194073","New York College of Podiatric Medicine","2009","515757","76","1493"
"194091","New York Institute of Technology","2009",,"100","4198"
"194116","New York School of Interior Design","2009",,"167","8023"
"194161","Nyack College","2009",,"92","3435"
"194189","Ohr Hameir Theological Seminary","2009","1205287","54",
"194310","Pace University-New York","2009","7116674","100","9144"
"194392","Paul Smiths College of Arts and Science","2009","1114981","104","16560"
"194541","Polytechnic Institute of New York University","2009",,"105","28406"
"194569","Davis College","2009",,"53","3527"
"194578","Pratt Institute-Main","2009",,"88","17503"
"194657","Rabbinical Academy Mesivta Rabbi Chaim Berlin","2009","513663","20",
"194666","Rabbinical College Bobover Yeshiva Bnei Zion","2009",,"37",
"194675","Rabbinical College of Ch'san Sofer New York","2009",,"3",
"194693","Rabbinical College Beth Shraga","2009","680243","45",
"194718","Rabbinical Seminary M'kor Chaim","2009","662038","37",
"194736","Rabbinical College of Long Island","2009","1534215","46",
"194763","Rabbinical Seminary of America","2009",,"12","84"
"194824","Rensselaer Polytechnic Institute","2009",,"57","83688"
"194958","Roberts Wesleyan College","2009",,"86",
"195003","Rochester Institute of Technology","2009","15867000","94","42457"
"195030","University of Rochester","2009","65221000","54","135387"
"195128","The Sage Colleges","2009",,"114","25732"
"195155","St Bernard's School of Theology and Ministry","2009","222407","195","32365"
"195164","St Bonaventure University","2009",,"100","16761"
"195173","St Francis College","2009",,"142","24866"
"195216","St Lawrence University","2009",,"316","83442"
"195234","The College of Saint Rose","2009","4265470","90","4926"
"195243","St Thomas Aquinas College","2009",,"95","14314"
"195304","Sarah Lawrence College","2009",,"150","35709"
"195438","Sh'or Yoshuv Rabbinical College","2009",,"49",
"195474","Siena College","2009",,"187","33385"
"195526","Skidmore College","2009",,"149","93173"
"195544","Saint Joseph's College-New York","2009",,"111","6765"
"195580","Saint Vladimirs Orthodox Theological Seminary","2009",,,"124651"
"195720","Saint John Fisher College","2009","4133551","95","10320"
"195809","St John's University-New York","2009","20350858","121","15348"
"196413","Syracuse University","2009","70797186","133","32429"
"196431","Talmudical Seminary Oholei Torah","2009","240326","90",
"196440","Talmudical Institute of Upstate New York","2009","667507","26",
"196468","Teachers College at Columbia University","2009",,"75","51457"
"196583","Torah Temimah Talmudical Seminary","2009","437487","70",
"196592","Touro College","2009",,"91","132"
"196653","Trocaire College","2009","383709","90","4890"
"196680","Excelsior College","2009","210794","98","35"
"196866","Union College","2009","16100621",,"140318"
"196884","Union Theological Seminary in the City of New York","2009",,,"321537"
"197018","United Talmudical Seminary","2009",,"32",
"197045","Utica College","2009","2190083","88","6219"
"197133","Vassar College","2009",,,"274588"
"197142","Villa Maria College","2009",,"88","1270"
"197197","Wagner College","2009",,"88","20930"
"197221","Webb Institute","2009",,,"383666"
"197230","Wells College","2009",,"206","46959"
"197601","Yeshiva Karlin Stolin","2009","123154","36",
"197610","Yeshivat Mikdash Melech","2009","1640586","37",
"197647","Yeshiva Derech Chaim","2009","1936519","21",
"197674","Yeshiva of Nitra Rabbinical College","2009",,"79",
"197692","Yeshiva Shaar Hatorah","2009",,"71",
"197708","Yeshiva University","2009",,"73","141538"
"197735","Yeshivath Viznitz","2009","0","76",
"197744","Yeshivath Zichron Moshe","2009","865785","59",
"197911","Barton College","2009","3209992","77","18820"
"197984","Belmont Abbey College","2009",,"84","5645"
"197993","Bennett College","2009",,"39","12915"
"198066","Brevard College","2009","1059996","64","25413"
"198109","Cabarrus College of Health Sciences","2009","0","52","3368"
"198136","Campbell University","2009","12563058","95","14202"
"198215","Catawba College","2009","8927359","55","24434"
"198303","Chowan University","2009",,"106","18479"
"198385","Davidson College","2009","24801055",,"206861"
"198419","Duke University","2009","136873000",,"266727"
"198516","Elon University","2009","10090232","99","12377"
"198561","Gardner-Webb University","2009",,"85","10816"
"198598","Greensboro College","2009","3936315","90","17461"
"198613","Guilford College","2009",,"89","22335"
"198677","Heritage Bible College","2009",,"39","1113"
"198695","High Point University","2009",,"102","10154"
"198747","Laurel University","2009",,"80","11129"
"198756","Johnson C Smith University","2009",,"93","24332"
"198808","Lees-McRae College","2009","5157174","75","17891"
"198835","Lenoir-Rhyne University","2009",,"122","27765"
"198862","Livingstone College","2009",,"65","1321"
"198899","Mars Hill University","2009",,"168","23349"
"198950","Meredith College","2009","3681667","131","33173"
"198969","Methodist University","2009",,"89","6656"
"199032","Montreat College","2009",,"95","4517"
"199069","Mount Olive College","2009",,"61","7421"
"199209","North Carolina Wesleyan College","2009","1835950","87","4978"
"199272","William Peace University","2009",,"148","55984"
"199306","Pfeiffer University","2009",,"88","6987"
"199315","Piedmont International University","2009","598819","69","851"
"199412","Queens University of Charlotte","2009","11678734","82","23141"
"199458","Mid-Atlantic Christian University","2009",,"38","14667"
"199582","Saint Augustine's University","2009",,"58","10153"
"199607","Salem College","2009",,,"44656"
"199643","Shaw University","2009","1820278","71","2947"
"199698","St Andrews University","2009",,"75","23517"
"199759","Southeastern Baptist Theological Seminary","2009",,,
"199847","Wake Forest University","2009",,"26","129093"
"199865","Warren Wilson College","2009",,"89","41903"
"199962","Wingate University","2009",,"82","10239"
"199971","Carolina Christian College","2009",,"8","3707"
"200156","University of Jamestown","2009","4384013","87","20525"
"200217","University of Mary","2009",,"119","7791"
"200244","Sanford College of Nursing","2009",,"21","7764"
"200484","Trinity Bible College","2009",,"74","744"
"200527","Turtle Mountain Community College","2009","0","0","2305"
"200554","United Tribes Technical College","2009",,"9","384"
"200873","Allegheny Wesleyan College","2009",,"43","2741"
"201061","Art Academy of Cincinnati","2009","204156","148","32694"
"201104","Ashland University","2009","5941761","93","5800"
"201177","Aultman College of Nursing and Health Sciences","2009",,"103",
"201195","Baldwin Wallace University","2009",,"143","24809"
"201371","Bluffton University","2009",,"118","14024"
"201548","Capital University","2009","4429398","108","14495"
"201645","Case Western Reserve University","2009",,"50","162924"
"201654","Cedarville University","2009",,"88","4125"
"201821","The Christ College of Nursing and Health Sciences","2009","18822","99","9426"
"201858","Cincinnati Christian University","2009","2173921","78","3225"
"201867","Cincinnati College of Mortuary Science","2009",,"80",
"201964","Ohio Christian University","2009","1082232","86","2712"
"202046","Cleveland Institute of Art","2009",,"123","46130"
"202073","Cleveland Institute of Music","2009","2018693","159","66959"
"202170","Columbus College of Art and Design","2009",,"91","4311"
"202480","University of Dayton","2009","28788000","90","33500"
"202514","Defiance College","2009",,"74","11139"
"202523","Denison University","2009","13684377",,"244690"
"202763","The University of Findlay","2009",,"90","3913"
"202806","Franklin University","2009",,"124","628"
"202903","Gods Bible School and College","2009",,"31",
"202912","Good Samaritan College of Nursing and Health Science","2009","71625","51","9309"
"203067","Hebrew Union College-Jewish Institute of Religion","2009",,"18",
"203085","Heidelberg University","2009",,"67","21364"
"203128","Hiram College","2009",,"197","41903"
"203368","John Carroll University","2009","1890632","225","36446"
"203535","Kenyon College","2009",,"327","83135"
"203544","Kettering College","2009",,"58","1823"
"203580","Lake Erie College","2009","3222324","110","6684"
"203757","Lourdes University","2009","880167","71","4280"
"203775","Malone University","2009",,"101","6503"
"203845","Marietta College","2009","4683235","135","31251"
"203960","Mercy College of Ohio","2009",,"55","8131"
"203997","Methodist Theological School in Ohio","2009","1461892",,"172488"
"204176","Mount Carmel College of Nursing","2009",,"95",
"204185","University of Mount Union","2009","4518504","184","48855"
"204194","Mount Vernon Nazarene University","2009","4254315","100","4723"
"204200","College of Mount St Joseph","2009",,"111","9961"
"204264","Muskingum University","2009",,"153","23747"
"204468","Notre Dame College","2009","446515","102","4316"
"204486","University of Northwestern Ohio","2009",,"96","16"
"204501","Oberlin College","2009",,,"224727"
"204617","Ohio Dominican University","2009",,"99","6919"
"204635","Ohio Northern University","2009","9224350","77","27839"
"204909","Ohio Wesleyan University","2009","9492987","613","71086"
"204936","Otterbein University","2009","1341772","149","19816"
"204990","Payne Theological Seminary","2009","216024","36",
"205027","Pontifical College Josephinum","2009","1152628",,"180588"
"205124","Rabbinical College Telshe","2009","1149393","18","5253"
"205203","University of Rio Grande","2009",,"84","8733"
"205957","Franciscan University of Steubenville","2009","3307157","126","11053"
"206002","Ohio Mid-Western College","2009",,"60",
"206048","Tiffin University","2009","1214277","92","2035"
"206154","Tri-State Bible College","2009",,"36",
"206215","Trinity Lutheran Seminary","2009",,,"187298"
"206279","Union Institute & University","2009",,"94","386"
"206288","United Theological Seminary","2009","483140","70","58327"
"206330","Urbana University","2009",,"92","2115"
"206349","Ursuline College","2009",,"137","15794"
"206437","Walsh University","2009","2480449","98","2879"
"206491","Wilberforce University","2009",,"56","12420"
"206507","Wilmington College","2009",,"88","14776"
"206516","Winebrenner Theological Seminary","2009",,"53","10947"
"206525","Wittenberg University","2009","6195264","183","41157"
"206589","The College of Wooster","2009","8876696",,"125851"
"206622","Xavier University","2009",,"103","14934"
"206817","Bacone College","2009",,"12","7679"
"206835","Oklahoma Wesleyan University","2009",,"74","3224"
"206862","Southern Nazarene University","2009","4572043","95","8686"
"207157","Hillsdale Free Will Baptist College","2009","1285939","44","1351"
"207324","Oklahoma Christian University","2009",,"62","9702"
"207403","Oklahoma Baptist University","2009",,"76","49128"
"207458","Oklahoma City University","2009",,"108","18164"
"207582","Oral Roberts University","2009",,"44","11910"
"207689","Saint Gregory's University","2009",,"50","14022"
"207856","Southwestern Christian University","2009","697514","34","2586"
"207971","University of Tulsa","2009","30706946","62","162726"
"208488","Concordia University-Portland","2009",,"90","4283"
"208725","New Hope Christian College-Eugene","2009",,"62","13081"
"208822","George Fox University","2009",,"99","5292"
"209056","Lewis & Clark College","2009","6029023","426","45949"
"209065","Linfield College-McMinnville Campus","2009",,"114","32759"
"209108","Marylhurst University","2009",,"107","11830"
"209241","Mount Angel Seminary","2009","25549","35","69615"
"209287","Multnomah University","2009",,"109","11286"
"209296","National College of Natural Medicine","2009","504021","73","718"
"209409","Northwest Christian University","2009",,"117","19093"
"209533","Oregon College of Art and Craft","2009","2117067","46","42210"
"209603","Pacific Northwest College of Art","2009",,"52","22117"
"209612","Pacific University","2009",,"95","13454"
"209825","University of Portland","2009","15264000","109","19080"
"209922","Reed College","2009",,,"234588"
"210304","Warner Pacific College","2009","775497","94","6268"
"210331","Corban University","2009",,"77","1672"
"210368","Western Seminary","2009","704038","83","1934"
"210401","Willamette University","2009",,,"77033"
"210438","University of Western States","2009",,"94","2198"
"210492","Bryn Athyn College of the New Church","2009",,"6","1410801"
"210508","Academy of Vocal Arts","2009","916128",,
"210571","Albright College","2009","2858446","127","17197"
"210669","Allegheny College","2009",,"226","60284"
"210739","DeSales University","2009",,"115","14900"
"210775","Alvernia University","2009",,"93","5229"
"211024","Baptist Bible College & Seminary of Pennsylvania","2009",,"80","2716"
"211088","Arcadia University","2009","4238000","102","11181"
"211130","Biblical Theological Seminary","2009","824859","73","15920"
"211273","Bryn Mawr College","2009","13398000",,"314743"
"211291","Bucknell University","2009",,"306","109529"
"211352","Cabrini College","2009",,"98","3031"
"211370","Calvary Baptist Theological Seminary","2009",,"42","19994"
"211431","Carlow University","2009",,"88","5686"
"211440","Carnegie Mellon University","2009","58471616","69","75062"
"211468","Cedar Crest College","2009","1989180","93","9183"
"211556","Chatham University","2009","2756480","143","21403"
"211583","Chestnut Hill College","2009","2088173","86","2634"
"211893","Curtis Institute of Music","2009",,"5","506832"
"211981","Delaware Valley College","2009","1836087","97","6572"
"212009","Dickinson College","2009","8460407","495","96177"
"212054","Drexel University","2009","54608000","72","21767"
"212106","Duquesne University","2009",,"109","12488"
"212133","Eastern University","2009","4098867","83","2976"
"212197","Elizabethtown College","2009",,"112","20309"
"212443","Evangelical Theological Seminary","2009",,"71","19174"
"212452","Faith Theological Seminary","2009",,,
"212577","Franklin and Marshall College","2009",,"389","98851"
"212601","Gannon University","2009","2260000","88","7898"
"212656","Geneva College","2009","3135000","105","11784"
"212674","Gettysburg College","2009",,"425","74880"
"212771","Gratz College","2009",,"74","9755"
"212832","Gwynedd Mercy University","2009",,"91","3438"
"212911","Haverford College","2009",,,"264426"
"212984","Holy Family University","2009",,"94","3420"
"213011","Immaculata University","2009","3177378","94","3622"
"213251","Juniata College","2009",,"117","39347"
"213303","Keystone College","2009",,"94","3567"
"213321","King's College","2009","4507423","139","17167"
"213358","La Roche College","2009","92622","84","2640"
"213367","La Salle University","2009","4394225","102","10332"
"213385","Lafayette College","2009",,,"228815"
"213400","Lancaster Bible College","2009","3945362","106","7457"
"213446","Lancaster Theological Seminary","2009",,"23","80957"
"213507","Lebanon Valley College","2009",,"104","22997"
"213543","Lehigh University","2009","35641000","966","138215"
"213631","Lutheran Theological Seminary at Gettysburg","2009",,,"116287"
"213640","Lutheran Theological Seminary at Philadelphia","2009",,"16","103311"
"213668","Lycoming College","2009",,,"72665"
"213826","Marywood University","2009","2165455","97","9225"
"213987","Mercyhurst University","2009",,"91","5615"
"213996","Messiah College","2009",,"126","33667"
"214069","Misericordia University","2009","2812077","88","7711"
"214148","Moore College of Art and Design","2009","1660125","89","14696"
"214157","Moravian College","2009","9184284","115","36511"
